Date,Time,Coffee Type,Price,Payment Type,Location
2024-02-22,11:12,Cortado,170.1,Card,Location3
2024-05-22,11:31,Cocoa,234.2,Cash,Location3
2024-06-29,11:32,Cappuccino,212.9,Cash,Location3
2024-06-07,14:57,Hot Chocolate,232.2,Cash,Location3
2024-01-10,16:54,Espresso,146.2,Cash,Location3
2024-03-27,16:25,Cortado,170.1,Cash,Location3
2024-01-12,15:02,Espresso,146.2,Card,Location3
2024-05-23,19:58,Americano with milk,204.1,Cash,Location3
2024-04-16,15:41,Americano,182.0,Card,Location3
2024-03-10,19:50,Hot Chocolate,232.2,Cash,Location3
2024-02-29,11:14,Americano,182.0,Cash,Location3
2024-06-25,11:26,Americano,182.0,Cash,Location3
2024-05-03,17:00,Hot Chocolate,232.2,Cash,Location3
2024-02-04,16:10,Latte,221.2,Card,Location3
2024-06-11,12:51,Cappuccino,212.9,Cash,Location3
2024-04-17,20:40,Cortado,170.1,Card,Location3
2024-04-03,18:15,Latte,221.2,Card,Location3
2024-04-09,15:11,Hot Chocolate,232.2,Cash,Location3
2024-02-10,19:39,Hot Chocolate,232.2,Cash,Location3
2024-01-28,21:12,Cocoa,234.2,Card,Location3
2024-01-31,21:05,Latte,221.2,Card,Location3
2024-05-01,19:58,Cocoa,234.2,Card,Location3
2024-05-14,14:43,Latte,221.2,Cash,Location3
2024-06-24,10:57,Cocoa,234.2,Cash,Location3
2024-07-07,13:46,Americano,182.0,Cash,Location3
2024-02-08,18:15,Americano with milk,204.1,Card,Location3
2024-01-25,19:09,Cappuccino,212.9,Card,Location3
2024-02-12,14:29,Latte,221.2,Cash,Location3
2024-01-03,14:07,Cocoa,234.2,Card,Location3
2024-06-15,15:00,Latte,221.2,Card,Location3
2024-02-01,12:36,Cappuccino,212.9,Cash,Location3
2024-05-06,12:00,Cocoa,234.2,Cash,Location3
2024-01-02,13:56,Cocoa,234.2,Card,Location3
2024-06-03,11:19,Cocoa,234.2,Cash,Location3
2024-03-30,13:12,Americano with milk,204.1,Cash,Location3
2024-02-17,18:56,Cappuccino,212.9,Card,Location3
2024-04-21,13:38,Cortado,170.1,Cash,Location3
2024-07-07,16:37,Cortado,170.1,Cash,Location3
2024-07-01,16:36,Hot Chocolate,232.2,Card,Location3
2024-07-11,11:28,Americano with milk,204.1,Cash,Location3
2024-02-05,15:19,Cocoa,234.2,Card,Location3
2024-01-16,18:55,Latte,221.2,Cash,Location3
2024-03-17,16:02,Espresso,146.2,Cash,Location3
2024-03-29,14:12,Cortado,170.1,Card,Location3
2024-01-21,11:03,Hot Chocolate,232.2,Cash,Location3
2024-04-18,19:46,Espresso,146.2,Cash,Location3
2024-06-09,10:38,Cappuccino,212.9,Card,Location3
2024-02-25,10:52,Latte,221.2,Cash,Location3
2024-03-31,20:03,Hot Chocolate,232.2,Cash,Location3
2024-01-15,11:42,Americano,182.0,Card,Location3
2024-02-21,15:46,Espresso,146.2,Card,Location3
